page_id,is_slow,routing_mode,response_time_ms,status_code,success,error
554211,0,neuroroute,2630.54,200,true,
1131737,0,neuroroute,2626.20,200,true,
200793,0,neuroroute,887.80,200,true,
133184,0,neuroroute,894.02,200,true,
1196763,0,neuroroute,2888.74,200,true,
340755,1,neuroroute,2889.69,200,true,
112803,0,neuroroute,1913.72,200,true,
1247837,0,neuroroute,1915.40,200,true,
732443,0,neuroroute,1929.69,200,true,
81142,0,neuroroute,930.83,200,true,
119790,0,neuroroute,201.38,200,true,
1057070,1,neuroroute,3180.59,200,true,
1174822,0,neuroroute,289.77,200,true,
135413,0,neuroroute,380.05,200,true,
263729,1,neuroroute,2405.20,200,true,
828214,1,neuroroute,776.00,200,true,
827503,0,neuroroute,775.29,200,true,
1069629,1,neuroroute,2407.75,200,true,
788152,0,neuroroute,1408.64,200,true,
367615,1,neuroroute,477.66,200,true,
357374,0,neuroroute,427.61,200,true,
436974,0,neuroroute,574.32,200,true,
137942,0,neuroroute,305.13,200,true,
67763,0,neuroroute,1491.95,200,true,
938975,0,neuroroute,401.04,200,true,
897567,0,neuroroute,490.76,200,true,
180645,0,neuroroute,493.85,200,true,
1153586,1,neuroroute,626.44,200,true,
231079,0,neuroroute,225.95,200,true,
377260,0,neuroroute,222.05,200,true,
921159,1,neuroroute,773.94,200,true,
1116345,1,neuroroute,759.46,200,true,
334460,0,neuroroute,303.50,200,true,
1219627,0,neuroroute,287.10,200,true,
85527,0,neuroroute,401.60,200,true,
976067,0,neuroroute,374.00,200,true,
123164,0,neuroroute,498.75,200,true,
163343,0,neuroroute,500.06,200,true,
124741,0,neuroroute,499.98,200,true,
441973,0,neuroroute,406.54,200,true,
1013272,0,neuroroute,563.12,200,true,
1162306,0,neuroroute,590.34,200,true,
1249009,0,neuroroute,507.91,200,true,
931345,0,neuroroute,613.98,200,true,
945496,0,neuroroute,588.08,200,true,
67061,0,neuroroute,589.82,200,true,
817792,0,neuroroute,550.44,200,true,
9954,1,neuroroute,555.03,200,true,
107571,0,neuroroute,743.19,200,true,
400467,0,neuroroute,701.10,200,true,
185,0,neuroroute,791.33,200,true,
870080,0,neuroroute,865.96,200,true,
980625,0,neuroroute,733.65,200,true,
103074,0,neuroroute,815.30,200,true,
701983,1,neuroroute,816.06,200,true,
12522,0,neuroroute,612.24,200,true,
856405,0,neuroroute,421.05,200,true,
1247905,0,neuroroute,515.85,200,true,
944100,0,neuroroute,538.67,200,true,
808326,1,neuroroute,2512.30,200,true,
699629,1,neuroroute,2407.08,200,true,
895170,0,neuroroute,505.71,200,true,
838453,0,neuroroute,582.16,200,true,
351624,0,neuroroute,492.61,200,true,
431239,0,neuroroute,482.35,200,true,
944952,0,neuroroute,497.06,200,true,
823504,0,neuroroute,376.15,200,true,
967995,0,neuroroute,407.27,200,true,
768285,0,neuroroute,485.60,200,true,
971903,0,neuroroute,627.68,200,true,
1035412,0,neuroroute,529.22,200,true,
857902,0,neuroroute,480.77,200,true,
244835,1,neuroroute,474.94,200,true,
681335,0,neuroroute,350.38,200,true,
942997,0,neuroroute,348.73,200,true,
1026990,0,neuroroute,207.49,200,true,
79875,0,neuroroute,106.92,200,true,
