page_id,run_number,response_time_ms,status_code,success,error
3905,2,3.7,200,1,
3905,3,4.67,200,1,
3919,1,4.37,200,1,
3919,2,4.2,200,1,
3919,3,6.35,200,1,
3927,1,6.7,200,1,
3927,2,9.36,200,1,
3927,3,8.38,200,1,
3930,1,26.13,200,1,
3930,2,53.96,200,1,
3930,3,21.41,200,1,
3953,1,20.95,200,1,
3953,2,68.71,200,1,
3953,3,88.44,200,1,
3954,1,13.86,200,1,
3954,2,12.85,200,1,
3954,3,13.72,200,1,
3955,1,269.39,200,1,
3955,2,211.01,200,1,
3955,3,121.24,200,1,
3956,1,90.54,200,1,
3956,2,195.76,200,1,
3956,3,105.56,200,1,
3957,1,87.34,200,1,
3957,2,101.69,200,1,
3957,3,87.79,200,1,
3958,1,205.36,200,1,
3958,2,110.54,200,1,
3958,3,94.56,200,1,
3959,1,111.91,200,1,
3959,2,202.57,200,1,
3959,3,174.95,200,1,
3960,1,83.52,200,1,
3960,2,31.54,200,1,
3960,3,74.33,200,1,
3961,1,98.58,200,1,
3961,2,139.83,200,1,
3961,3,95.9,200,1,
3962,1,164.43,200,1,
3962,2,122.49,200,1,
3962,3,89.23,200,1,
3963,1,107.6,200,1,
3963,2,113.85,200,1,
3963,3,164.98,200,1,
3964,1,19.33,200,1,
3964,2,18.35,200,1,
3964,3,71.31,200,1,
3965,1,227.81,200,1,
3965,2,375.34,200,1,
3965,3,322.58,200,1,
3966,1,81.94,200,1,
3966,2,84.84,200,1,
3966,3,36.72,200,1,
3967,1,71.82,200,1,
3967,2,27.05,200,1,
3967,3,83.16,200,1,
3977,1,120.82,200,1,
3977,2,149.88,200,1,
3977,3,103.96,200,1,
3978,1,27.7,200,1,
3978,2,27.88,200,1,
