page_id,is_slow,routing_mode,response_time_ms,status_code,success,error
554211,0,neuroroute,4195.11,200,true,
732443,0,neuroroute,1563.77,200,true,
1131737,0,neuroroute,2575.65,200,true,
1247837,0,neuroroute,2620.78,200,true,
112803,0,neuroroute,1624.63,200,true,
788152,0,neuroroute,129.87,200,true,
67763,0,neuroroute,609.92,200,true,
200793,0,neuroroute,277.09,200,true,
81142,0,neuroroute,278.64,200,true,
1057070,1,neuroroute,5080.80,200,true,
119790,0,neuroroute,184.49,200,true,
263729,1,neuroroute,1170.51,200,true,
1174822,0,neuroroute,179.90,200,true,
1069629,1,neuroroute,1440.67,200,true,
436974,0,neuroroute,215.01,200,true,
1196763,0,neuroroute,4490.39,200,true,
133184,0,neuroroute,926.89,200,true,
827503,0,neuroroute,686.22,200,true,
357374,0,neuroroute,195.02,200,true,
180645,0,neuroroute,212.99,200,true,
897567,0,neuroroute,271.03,200,true,
340755,1,neuroroute,4876.50,200,true,
135413,0,neuroroute,173.32,200,true,
938975,0,neuroroute,189.44,200,true,
137942,0,neuroroute,123.64,200,true,
85527,0,neuroroute,143.34,200,true,
231079,0,neuroroute,185.42,200,true,
377260,0,neuroroute,83.01,200,true,
921159,1,neuroroute,1672.95,200,true,
828214,1,neuroroute,2144.66,200,true,
1153586,1,neuroroute,1762.04,200,true,
976067,0,neuroroute,139.91,200,true,
1219627,0,neuroroute,218.92,200,true,
334460,0,neuroroute,222.69,200,true,
1025079,1,neuroroute,1195.72,200,true,
163343,0,neuroroute,106.05,200,true,
123164,0,neuroroute,186.67,200,true,
124741,0,neuroroute,216.69,200,true,
1162306,0,neuroroute,132.67,200,true,
1013272,0,neuroroute,169.82,200,true,
441973,0,neuroroute,71.16,200,true,
931345,0,neuroroute,39.98,200,true,
1249009,0,neuroroute,81.90,200,true,
945496,0,neuroroute,27.44,200,true,
67061,0,neuroroute,99.23,200,true,
1116345,1,neuroroute,3286.05,200,true,
808326,1,neuroroute,3821.92,200,true,
1097340,1,neuroroute,2093.84,200,true,
466111,1,neuroroute,1560.53,200,true,
1000152,1,neuroroute,1816.41,200,true,
367615,1,neuroroute,3790.63,200,true,
920281,1,neuroroute,2294.47,200,true,
