aggregation_method,raw_timing_rows,successful_timing_rows,failed_timing_rows,failure_rate,pages_with_successful_timings,mean_ms,median_ms,min_ms,max_ms,p50_ms,p75_ms,p80_ms,p85_ms,p90_ms,p91_ms,p92_ms,p93_ms,p94_ms,p95_ms,p97_ms,p98_ms,p99_ms,p99_5_ms,p99_9_ms,p100_ms
mean,150003,150003,0,0.0,50001,56.38106137877242,8.379999999999999,2.8266666666666667,5597.366666666667,8.379999999999999,26.686666666666667,38.11666666666667,66.17999999999999,111.56333333333333,127.06333333333333,138.91,164.05333333333334,202.37333333333333,262.7966666666667,460.87333333333333,662.7933333333333,909.8266666666667,1125.6566666666668,1622.8133333333917,5597.366666666667
