page_id,is_slow,routing_mode,response_time_ms,status_code,success,error
257092,0,round_robin,86.14,200,true,
1021863,1,round_robin,294.11,200,true,
951183,0,round_robin,16.37,200,true,
1017681,0,round_robin,30.61,200,true,
1058029,0,round_robin,14.01,200,true,
366913,0,round_robin,14.25,200,true,
589812,1,round_robin,87.41,200,true,
513675,1,round_robin,461.47,200,true,
715579,1,round_robin,100.02,200,true,
253283,0,round_robin,16.38,200,true,
39479,0,round_robin,36.58,200,true,
1018120,0,round_robin,23.05,200,true,
732453,1,round_robin,297.16,200,true,
623744,0,round_robin,26.32,200,true,
543161,0,round_robin,14.77,200,true,
44129,0,round_robin,15.64,200,true,
484601,1,round_robin,254.93,200,true,
942648,1,round_robin,459.13,200,true,
1082649,0,round_robin,21.35,200,true,
79432,0,round_robin,17.70,200,true,
88465,0,round_robin,13.26,200,true,
727965,0,round_robin,35.30,200,true,
1157348,1,round_robin,162.23,200,true,
193004,0,round_robin,15.58,200,true,
720754,0,round_robin,19.80,200,true,
840748,1,round_robin,417.48,200,true,
874067,0,round_robin,15.14,200,true,
930508,0,round_robin,21.99,200,true,
78450,0,round_robin,22.08,200,true,
1143848,0,round_robin,63.72,200,true,
617265,0,round_robin,15.28,200,true,
149715,0,round_robin,21.62,200,true,
10054,0,round_robin,152.35,200,true,
795311,0,round_robin,45.14,200,true,
716693,0,round_robin,24.65,200,true,
405175,0,round_robin,20.06,200,true,
981293,1,round_robin,134.15,200,true,
10096,0,round_robin,54.75,200,true,
117631,1,round_robin,380.08,200,true,
968267,0,round_robin,20.29,200,true,
150666,0,round_robin,13.60,200,true,
643550,1,round_robin,173.22,200,true,
1026359,0,round_robin,16.10,200,true,
298647,0,round_robin,15.06,200,true,
656188,0,round_robin,21.36,200,true,
84280,0,round_robin,47.34,200,true,
150661,0,round_robin,11.96,200,true,
1259708,0,round_robin,19.51,200,true,
1221752,1,round_robin,132.72,200,true,
1202724,0,round_robin,15.82,200,true,
795155,0,round_robin,14.18,200,true,
829178,0,round_robin,45.81,200,true,
649830,1,round_robin,290.79,200,true,
957513,0,round_robin,27.43,200,true,
79355,0,round_robin,12.65,200,true,
513558,1,round_robin,109.98,200,true,
746561,0,round_robin,15.51,200,true,
447427,0,round_robin,12.47,200,true,
1072515,0,round_robin,61.56,200,true,
1045234,0,round_robin,13.76,200,true,
314455,0,round_robin,12.94,200,true,
854203,0,round_robin,24.91,200,true,
1027700,0,round_robin,13.25,200,true,
42910,0,round_robin,13.31,200,true,
1111276,0,round_robin,13.43,200,true,
2949,1,round_robin,78.21,200,true,
344202,0,round_robin,20.24,200,true,
759169,0,round_robin,16.93,200,true,
945595,0,round_robin,14.60,200,true,
267660,0,round_robin,16.79,200,true,
811933,0,round_robin,17.18,200,true,
472104,0,round_robin,19.85,200,true,
757553,1,round_robin,92.58,200,true,
1123655,0,round_robin,24.65,200,true,
28786,0,round_robin,13.60,200,true,
21238,0,round_robin,14.73,200,true,
813101,0,round_robin,12.18,200,true,
719614,0,round_robin,21.39,200,true,
458489,1,round_robin,135.33,200,true,
49563,1,round_robin,232.52,200,true,
823926,0,round_robin,17.95,200,true,
267680,0,round_robin,28.04,200,true,
1144661,1,round_robin,310.61,200,true,
1132039,0,round_robin,18.84,200,true,
663348,0,round_robin,18.27,200,true,
460638,1,round_robin,107.21,200,true,
45851,0,round_robin,14.13,200,true,
1098713,0,round_robin,15.93,200,true,
941225,0,round_robin,23.97,200,true,
149471,0,round_robin,12.54,200,true,
758814,0,round_robin,13.43,200,true,
612952,0,round_robin,31.52,200,true,
763931,0,round_robin,13.48,200,true,
750302,0,round_robin,23.17,200,true,
157052,0,round_robin,52.04,200,true,
931184,0,round_robin,11.23,200,true,
10086,1,round_robin,53.92,200,true,
1052428,1,round_robin,131.00,200,true,
646747,0,round_robin,20.79,200,true,
316155,0,round_robin,14.52,200,true,
344866,0,round_robin,14.16,200,true,
767940,0,round_robin,23.40,200,true,
10045,1,round_robin,77.46,200,true,
380442,0,round_robin,13.29,200,true,
368766,0,round_robin,15.00,200,true,
299264,0,round_robin,14.21,200,true,
1045643,0,round_robin,15.99,200,true,
209549,0,round_robin,11.93,200,true,
816164,0,round_robin,14.07,200,true,
592212,0,round_robin,13.79,200,true,
233699,0,round_robin,33.90,200,true,
21581,0,round_robin,82.98,200,true,
1048967,0,round_robin,12.32,200,true,
442754,0,round_robin,12.49,200,true,
296239,0,round_robin,20.06,200,true,
17333,0,round_robin,105.63,200,true,
360391,1,round_robin,651.81,200,true,
1144654,0,round_robin,18.83,200,true,
1122721,1,round_robin,300.94,200,true,
524101,0,round_robin,14.50,200,true,
259827,1,round_robin,165.51,200,true,
455501,0,round_robin,37.36,200,true,
1234599,0,round_robin,12.64,200,true,
10027,1,round_robin,57.14,200,true,
1103957,0,round_robin,11.13,200,true,
454626,0,round_robin,18.74,200,true,
118462,0,round_robin,22.53,200,true,
7554,0,round_robin,80.43,200,true,
910720,1,round_robin,717.00,200,true,
523227,0,round_robin,21.93,200,true,
7825,0,round_robin,113.02,200,true,
192023,0,round_robin,21.51,200,true,
204172,0,round_robin,13.25,200,true,
772376,0,round_robin,11.95,200,true,
912427,1,round_robin,451.18,200,true,
814984,0,round_robin,13.44,200,true,
155532,0,round_robin,13.34,200,true,
692614,0,round_robin,13.41,200,true,
171466,0,round_robin,14.70,200,true,
1186962,0,round_robin,15.00,200,true,
454387,0,round_robin,13.67,200,true,
230822,0,round_robin,62.78,200,true,
1161434,0,round_robin,18.91,200,true,
844058,0,round_robin,12.06,200,true,
1228265,1,round_robin,314.95,200,true,
843871,0,round_robin,14.74,200,true,
890646,0,round_robin,16.06,200,true,
335438,0,round_robin,17.04,200,true,
586326,0,round_robin,14.15,200,true,
5132,1,round_robin,63.52,200,true,
835321,0,round_robin,13.08,200,true,
475909,0,round_robin,20.37,200,true,
838415,0,round_robin,16.86,200,true,
