page_id,is_slow,routing_mode,response_time_ms,status_code,success,error
554211,0,round_robin,137.00,200,true,
1057070,1,round_robin,374.11,200,true,
1196763,0,round_robin,11.88,200,true,
1131737,0,round_robin,10.37,200,true,
1247837,0,round_robin,11.87,200,true,
340755,1,round_robin,564.42,200,true,
732443,0,round_robin,291.20,200,true,
112803,0,round_robin,36.10,200,true,
263729,1,round_robin,130.46,200,true,
67763,0,round_robin,37.27,200,true,
133184,0,round_robin,5.69,200,true,
788152,0,round_robin,4.62,200,true,
200793,0,round_robin,10.04,200,true,
827503,0,round_robin,4.88,200,true,
1069629,1,round_robin,391.14,200,true,
81142,0,round_robin,184.15,200,true,
119790,0,round_robin,106.78,200,true,
1174822,0,round_robin,9.24,200,true,
828214,1,round_robin,204.44,200,true,
921159,1,round_robin,271.83,200,true,
1153586,1,round_robin,309.25,200,true,
1116345,1,round_robin,8.53,200,true,
180645,0,round_robin,8.99,200,true,
367615,1,round_robin,11.80,200,true,
897567,0,round_robin,16.27,200,true,
699629,1,round_robin,45.88,200,true,
135413,0,round_robin,6.93,200,true,
137942,0,round_robin,11.23,200,true,
85527,0,round_robin,47.81,200,true,
1025079,1,round_robin,90.98,200,true,
4812,1,round_robin,291.33,200,true,
377260,0,round_robin,8.16,200,true,
976067,0,round_robin,14.60,200,true,
1219627,0,round_robin,11.32,200,true,
808326,1,round_robin,2127.10,200,true,
436974,0,round_robin,2025.09,200,true,
123164,0,round_robin,10.34,200,true,
124741,0,round_robin,6.15,200,true,
357374,0,round_robin,1864.52,200,true,
163343,0,round_robin,65.56,200,true,
938975,0,round_robin,1798.30,200,true,
441973,0,round_robin,6.85,200,true,
1013272,0,round_robin,9.60,200,true,
231079,0,round_robin,1244.19,200,true,
185739,1,round_robin,913.64,200,true,
1249009,0,round_robin,12.53,200,true,
945496,0,round_robin,16.06,200,true,
334460,0,round_robin,324.28,200,true,
931345,0,round_robin,27.98,200,true,
1162306,0,round_robin,39.40,200,true,
466111,1,round_robin,62.14,200,true,
457877,1,round_robin,58.89,200,true,
