page_id,run_number,response_time_ms,status_code,success,error
5416,1,121.57,200,1,
5416,2,101.93,200,1,
5416,3,98.43,200,1,
5496,1,6.24,200,1,
5496,2,5.95,200,1,
5496,3,46.65,200,1,
5568,1,34.08,200,1,
5568,2,96.0,200,1,
5568,3,83.83,200,1,
5578,1,30.43,200,1,
5578,2,75.86,200,1,
5578,3,81.36,200,1,
5579,1,6.7,200,1,
5579,2,6.49,200,1,
5579,3,6.38,200,1,
5586,1,89.59,200,1,
5586,2,105.74,200,1,
5586,3,116.12,200,1,
5620,1,6.88,200,1,
5620,2,7.5,200,1,
5620,3,7.0,200,1,
5909,1,162.66,200,1,
5909,2,190.94,200,1,
5909,3,193.31,200,1,
5961,1,146.05,200,1,
5961,2,189.29,200,1,
5961,3,180.49,200,1,
6028,1,24.92,200,1,
6028,2,64.48,200,1,
6028,3,33.6,200,1,
6135,1,11.78,200,1,
6135,2,48.05,200,1,
6135,3,9.26,200,1,
6193,1,121.43,200,1,
6193,2,166.77,200,1,
6193,3,127.67,200,1,
6237,1,192.92,200,1,
6237,2,193.07,200,1,
6237,3,214.28,200,1,
6437,1,84.11,200,1,
6437,2,32.95,200,1,
6437,3,70.19,200,1,
6610,1,126.69,200,1,
6610,2,180.4,200,1,
6610,3,188.45,200,1,
6644,1,113.56,200,1,
6644,2,108.68,200,1,
6644,3,168.71,200,1,
6766,1,345.57,200,1,
6766,2,300.92,200,1,
6766,3,368.37,200,1,
6803,1,13.25,200,1,
6803,2,13.54,200,1,
6803,3,13.69,200,1,
7079,1,41.97,200,1,
7079,2,5.3,200,1,
7079,3,5.05,200,1,
7172,1,122.37,200,1,
7172,2,206.92,200,1,
7172,3,200.09,200,1,
7321,1,172.55,200,1,
7321,2,100.26,200,1,
7321,3,100.09,200,1,
7350,1,9.62,200,1,
7350,2,9.33,200,1,
7350,3,9.14,200,1,
7453,1,83.4,200,1,
7453,2,111.36,200,1,
7453,3,96.92,200,1,
7459,1,96.01,200,1,
7459,2,95.6,200,1,
7459,3,112.34,200,1,
7503,1,163.8,200,1,
7503,2,128.02,200,1,
7503,3,198.37,200,1,
7521,1,10.41,200,1,
7521,2,8.98,200,1,
7521,3,8.84,200,1,
7545,1,146.99,200,1,
7545,2,102.35,200,1,
7545,3,125.74,200,1,
7551,1,4.81,200,1,
7551,2,4.41,200,1,
7551,3,4.01,200,1,
7553,1,161.94,200,1,
7553,2,112.68,200,1,
7553,3,119.26,200,1,
7554,1,94.38,200,1,
7554,2,104.95,200,1,
7554,3,101.45,200,1,
7555,1,165.08,200,1,
7555,2,45.61,200,1,
7555,3,90.66,200,1,
7557,1,103.72,200,1,
7557,2,173.97,200,1,
7557,3,103.51,200,1,
7558,1,5.37,200,1,
7558,2,5.55,200,1,
7558,3,5.31,200,1,
7560,1,85.66,200,1,
7560,2,93.33,200,1,
7560,3,110.13,200,1,
7567,1,14.34,200,1,
7567,2,57.57,200,1,
7567,3,14.89,200,1,
7593,1,11.25,200,1,
7593,2,10.76,200,1,
7593,3,11.73,200,1,
7594,1,4.91,200,1,
7594,2,5.25,200,1,
7594,3,5.26,200,1,
