page_id,is_slow,routing_mode,response_time_ms,status_code,success,error
257092,0,neuroroute,22.29,200,true,
951183,0,neuroroute,16.55,200,true,
1017681,0,neuroroute,31.80,200,true,
1058029,0,neuroroute,5.49,200,true,
366913,0,neuroroute,5.73,200,true,
1021863,1,neuroroute,152.66,200,true,
589812,1,neuroroute,165.06,200,true,
513675,1,neuroroute,446.92,200,true,
253283,0,neuroroute,7.59,200,true,
39479,0,neuroroute,25.82,200,true,
1018120,0,neuroroute,7.07,200,true,
715579,1,neuroroute,429.62,200,true,
623744,0,neuroroute,13.54,200,true,
543161,0,neuroroute,4.79,200,true,
44129,0,neuroroute,7.80,200,true,
732453,1,neuroroute,174.42,200,true,
484601,1,neuroroute,240.19,200,true,
1082649,0,neuroroute,9.28,200,true,
79432,0,neuroroute,6.78,200,true,
88465,0,neuroroute,6.16,200,true,
727965,0,neuroroute,7.41,200,true,
193004,0,neuroroute,7.98,200,true,
720754,0,neuroroute,8.33,200,true,
874067,0,neuroroute,18.96,200,true,
930508,0,neuroroute,7.76,200,true,
78450,0,neuroroute,10.22,200,true,
1143848,0,neuroroute,38.35,200,true,
617265,0,neuroroute,4.82,200,true,
149715,0,neuroroute,5.11,200,true,
942648,1,neuroroute,334.70,200,true,
795311,0,neuroroute,6.56,200,true,
716693,0,neuroroute,4.63,200,true,
10054,0,neuroroute,115.59,200,true,
405175,0,neuroroute,49.63,200,true,
1157348,1,neuroroute,270.38,200,true,
10096,0,neuroroute,60.32,200,true,
968267,0,neuroroute,13.36,200,true,
150666,0,neuroroute,5.25,200,true,
981293,1,neuroroute,254.37,200,true,
840748,1,neuroroute,457.66,200,true,
298647,0,neuroroute,5.65,200,true,
1026359,0,neuroroute,7.56,200,true,
656188,0,neuroroute,4.70,200,true,
84280,0,neuroroute,7.18,200,true,
150661,0,neuroroute,6.50,200,true,
1259708,0,neuroroute,9.20,200,true,
1202724,0,neuroroute,8.84,200,true,
795155,0,neuroroute,9.70,200,true,
829178,0,neuroroute,37.31,200,true,
117631,1,neuroroute,429.45,200,true,
957513,0,neuroroute,12.83,200,true,
79355,0,neuroroute,5.10,200,true,
